"Town","Birth.Weight","Gestational.Age","Mother.s.Age","Mother.s.Race.Ethnicity","Earliest.Data.Available"
"Avon","All","Gestational age unknown","All","White non-Hispanic",NA
"Avon","All","Gestational age unknown","Unknown","All",NA
"Avon","All","Less than 37 weeks","0 to 14 years","All",NA
"Avon","All","Less than 37 weeks","15 to 19 years","All",NA
"Avon","All","Less than 37 weeks","20 to 24 years","All","2014"
"Avon","All","Less than 37 weeks","25 to 29 years","All","2014"
"Avon","All","Less than 37 weeks","30 to 34 years","All","2014"
"Avon","All","Less than 37 weeks","35 to 39 years","All","2014"
"Avon","All","Less than 37 weeks","40 to 44 years","All","2010-2014"
"Avon","All","Less than 37 weeks","45 years and older","All","2012-2014"
"Avon","All","Less than 37 weeks","All","All","2014"
"Avon","All","Less than 37 weeks","All","Black","2012-2014"
"Avon","All","Less than 37 weeks","All","Black non-Hispanic","2012-2014"
"Avon","All","Less than 37 weeks","All","Hispanic","2010-2014"
"Avon","All","Less than 37 weeks","All","Non-Hispanic","2014"
"Avon","All","Less than 37 weeks","All","Other","2014"
"Avon","All","Less than 37 weeks","All","Other non-Hispanic","2014"
"Avon","All","Less than 37 weeks","All","Unknown Ethnicity","2012-2014"
"Avon","All","Less than 37 weeks","All","Unknown Race",NA
"Avon","All","Less than 37 weeks","All","Unknown Race/Ethnicity","2012-2014"
"Avon","All","Less than 37 weeks","All","White","2014"
"Avon","All","Less than 37 weeks","All","White non-Hispanic","2014"
"Avon","All","Less than 37 weeks","Unknown","All",NA
"Avon","Low Birth Weight (under 2500 grams)","All","0 to 14 years","All",NA
"Avon","Low Birth Weight (under 2500 grams)","All","15 to 19 years","All",NA
"Avon","Low Birth Weight (under 2500 grams)","All","20 to 24 years","All",NA
"Avon","Low Birth Weight (under 2500 grams)","All","25 to 29 years","All","2014"
"Avon","Low Birth Weight (under 2500 grams)","All","30 to 34 years","All","2014"
"Avon","Low Birth Weight (under 2500 grams)","All","35 to 39 years","All","2014"
"Avon","Low Birth Weight (under 2500 grams)","All","40 to 44 years","All","2012-2014"
"Avon","Low Birth Weight (under 2500 grams)","All","45 years and older","All",NA
"Avon","Low Birth Weight (under 2500 grams)","All","All","All","2014"
"Avon","Low Birth Weight (under 2500 grams)","All","All","Black","2012-2014"
"Avon","Low Birth Weight (under 2500 grams)","All","All","Black non-Hispanic","2012-2014"
"Avon","Low Birth Weight (under 2500 grams)","All","All","Hispanic","2010-2014"
"Avon","Low Birth Weight (under 2500 grams)","All","All","Non-Hispanic","2014"
"Avon","Low Birth Weight (under 2500 grams)","All","All","Other","2014"
"Avon","Low Birth Weight (under 2500 grams)","All","All","Other non-Hispanic","2014"
"Avon","Low Birth Weight (under 2500 grams)","All","All","Unknown Ethnicity",NA
"Avon","Low Birth Weight (under 2500 grams)","All","All","Unknown Race",NA
"Avon","Low Birth Weight (under 2500 grams)","All","All","Unknown Race/Ethnicity",NA
"Avon","Low Birth Weight (under 2500 grams)","All","All","White","2014"
"Avon","Low Birth Weight (under 2500 grams)","All","All","White non-Hispanic","2014"
"Avon","Low Birth Weight (under 2500 grams)","All","Unknown","All",NA
"Avon","Very Low Birth Weight (under 1500 grams)","All","0 to 14 years","All",NA
"Avon","Very Low Birth Weight (under 1500 grams)","All","15 to 19 years","All",NA
"Avon","Very Low Birth Weight (under 1500 grams)","All","20 to 24 years","All",NA
"Avon","Very Low Birth Weight (under 1500 grams)","All","25 to 29 years","All","2014"
"Avon","Very Low Birth Weight (under 1500 grams)","All","30 to 34 years","All","2012-2014"
"Avon","Very Low Birth Weight (under 1500 grams)","All","35 to 39 years","All",NA
"Avon","Very Low Birth Weight (under 1500 grams)","All","40 to 44 years","All","2010-2014"
"Avon","Very Low Birth Weight (under 1500 grams)","All","45 years and older","All",NA
"Avon","Very Low Birth Weight (under 1500 grams)","All","All","All","2014"
"Avon","Very Low Birth Weight (under 1500 grams)","All","All","Black","2012-2014"
"Avon","Very Low Birth Weight (under 1500 grams)","All","All","Black non-Hispanic","2012-2014"
"Avon","Very Low Birth Weight (under 1500 grams)","All","All","Hispanic",NA
"Avon","Very Low Birth Weight (under 1500 grams)","All","All","Non-Hispanic","2014"
"Avon","Very Low Birth Weight (under 1500 grams)","All","All","Other","2012-2014"
"Avon","Very Low Birth Weight (under 1500 grams)","All","All","Other non-Hispanic","2012-2014"
"Avon","Very Low Birth Weight (under 1500 grams)","All","All","Unknown Ethnicity",NA
"Avon","Very Low Birth Weight (under 1500 grams)","All","All","Unknown Race",NA
"Avon","Very Low Birth Weight (under 1500 grams)","All","All","Unknown Race/Ethnicity",NA
"Avon","Very Low Birth Weight (under 1500 grams)","All","All","White","2014"
"Avon","Very Low Birth Weight (under 1500 grams)","All","All","White non-Hispanic","2014"
"Avon","Very Low Birth Weight (under 1500 grams)","All","Unknown","All",NA
"Barkhamsted","All","37 weeks or more","0 to 14 years","All",NA
"Barkhamsted","All","37 weeks or more","15 to 19 years","All","2010-2014"
"Barkhamsted","All","37 weeks or more","20 to 24 years","All","2014"
"Barkhamsted","All","37 weeks or more","25 to 29 years","All","2014"
"Barkhamsted","All","37 weeks or more","30 to 34 years","All","2014"
"Barkhamsted","All","37 weeks or more","35 to 39 years","All","2014"
"Barkhamsted","All","37 weeks or more","40 to 44 years","All","2012-2014"
"Barkhamsted","All","37 weeks or more","45 years and older","All",NA
"Barkhamsted","All","37 weeks or more","All","All","2014"
"Barkhamsted","All","37 weeks or more","All","Black","2010-2014"
"Barkhamsted","All","37 weeks or more","All","Black non-Hispanic","2010-2014"
"Barkhamsted","All","37 weeks or more","All","Hispanic","2014"
"Barkhamsted","All","37 weeks or more","All","Non-Hispanic","2014"
"Barkhamsted","All","37 weeks or more","All","Other",NA
"Barkhamsted","All","37 weeks or more","All","Other non-Hispanic",NA
"Barkhamsted","All","37 weeks or more","All","Unknown Ethnicity",NA
"Barkhamsted","All","37 weeks or more","All","Unknown Race",NA
"Barkhamsted","All","37 weeks or more","All","Unknown Race/Ethnicity",NA
"Barkhamsted","All","37 weeks or more","All","White","2014"
"Barkhamsted","All","37 weeks or more","All","White non-Hispanic","2014"
"Barkhamsted","All","37 weeks or more","Unknown","All",NA
"Barkhamsted","All","All","0 to 14 years","All",NA
"Barkhamsted","All","All","15 to 19 years","All","2010-2014"
"Barkhamsted","All","All","20 to 24 years","All","2014"
"Barkhamsted","All","All","25 to 29 years","All","2014"
"Barkhamsted","All","All","30 to 34 years","All","2014"
"Barkhamsted","All","All","35 to 39 years","All","2014"
"Barkhamsted","All","All","40 to 44 years","All","2012-2014"
"Barkhamsted","All","All","45 years and older","All",NA
"Barkhamsted","All","All","All","All","2014"
"Barkhamsted","All","All","All","Black","2010-2014"
"Barkhamsted","All","All","All","Black non-Hispanic","2010-2014"
"Barkhamsted","All","All","All","Hispanic","2014"
"Barkhamsted","All","All","All","Non-Hispanic","2014"
"Barkhamsted","All","All","All","Other",NA
"Barkhamsted","All","All","All","Other non-Hispanic",NA
"Barkhamsted","All","All","All","Unknown Ethnicity","2012-2014"
"Barkhamsted","All","All","All","Unknown Race",NA
"Barkhamsted","All","All","All","Unknown Race/Ethnicity","2012-2014"
"Barkhamsted","All","All","All","White","2014"
"Barkhamsted","All","All","All","White non-Hispanic","2014"
"Barkhamsted","All","All","Unknown","All",NA
"Barkhamsted","All","Gestational age unknown","0 to 14 years","All",NA
"Barkhamsted","All","Gestational age unknown","15 to 19 years","All",NA
"Barkhamsted","All","Gestational age unknown","20 to 24 years","All",NA
"Barkhamsted","All","Gestational age unknown","25 to 29 years","All","2012-2014"
"Barkhamsted","All","Gestational age unknown","30 to 34 years","All",NA
"Barkhamsted","All","Gestational age unknown","35 to 39 years","All",NA
"Barkhamsted","All","Gestational age unknown","40 to 44 years","All","2012-2014"
"Barkhamsted","All","Gestational age unknown","45 years and older","All",NA
"Barkhamsted","All","Gestational age unknown","All","All","2012-2014"
"Barkhamsted","All","Gestational age unknown","All","Black",NA
"Barkhamsted","All","Gestational age unknown","All","Black non-Hispanic",NA
"Barkhamsted","All","Gestational age unknown","All","Hispanic",NA
"Barkhamsted","All","Gestational age unknown","All","Non-Hispanic","2012-2014"
"Barkhamsted","All","Gestational age unknown","All","Other",NA
"Barkhamsted","All","Gestational age unknown","All","Other non-Hispanic",NA
"Barkhamsted","All","Gestational age unknown","All","Unknown Ethnicity","2012-2014"
"Barkhamsted","All","Gestational age unknown","All","Unknown Race",NA
"Barkhamsted","All","Gestational age unknown","All","Unknown Race/Ethnicity","2012-2014"
"Barkhamsted","All","Gestational age unknown","All","White","2012-2014"
"Barkhamsted","All","Gestational age unknown","All","White non-Hispanic","2012-2014"
"Barkhamsted","All","Gestational age unknown","Unknown","All",NA
"Barkhamsted","All","Less than 37 weeks","0 to 14 years","All",NA
"Barkhamsted","All","Less than 37 weeks","15 to 19 years","All",NA
"Barkhamsted","All","Less than 37 weeks","20 to 24 years","All",NA
"Barkhamsted","All","Less than 37 weeks","25 to 29 years","All","2010-2014"
"Barkhamsted","All","Less than 37 weeks","30 to 34 years","All","2010-2014"
"Barkhamsted","All","Less than 37 weeks","35 to 39 years","All",NA
"Barkhamsted","All","Less than 37 weeks","40 to 44 years","All",NA
"Barkhamsted","All","Less than 37 weeks","45 years and older","All",NA
"Barkhamsted","All","Less than 37 weeks","All","All","2010-2014"
"Barkhamsted","All","Less than 37 weeks","All","Black",NA
"Barkhamsted","All","Less than 37 weeks","All","Black non-Hispanic",NA
"Barkhamsted","All","Less than 37 weeks","All","Hispanic",NA
"Barkhamsted","All","Less than 37 weeks","All","Non-Hispanic","2010-2014"
"Barkhamsted","All","Less than 37 weeks","All","Other",NA
"Barkhamsted","All","Less than 37 weeks","All","Other non-Hispanic",NA
"Barkhamsted","All","Less than 37 weeks","All","Unknown Ethnicity",NA
"Barkhamsted","All","Less than 37 weeks","All","Unknown Race",NA
"Barkhamsted","All","Less than 37 weeks","All","Unknown Race/Ethnicity",NA
"Barkhamsted","All","Less than 37 weeks","All","White","2010-2014"
"Barkhamsted","All","Less than 37 weeks","All","White non-Hispanic","2010-2014"
"Barkhamsted","All","Less than 37 weeks","Unknown","All",NA
"Barkhamsted","Low Birth Weight (under 2500 grams)","All","0 to 14 years","All",NA
"Barkhamsted","Low Birth Weight (under 2500 grams)","All","15 to 19 years","All",NA
"Barkhamsted","Low Birth Weight (under 2500 grams)","All","20 to 24 years","All",NA
"Barkhamsted","Low Birth Weight (under 2500 grams)","All","25 to 29 years","All","2010-2014"
"Barkhamsted","Low Birth Weight (under 2500 grams)","All","30 to 34 years","All","2010-2014"
"Barkhamsted","Low Birth Weight (under 2500 grams)","All","35 to 39 years","All",NA
"Barkhamsted","Low Birth Weight (under 2500 grams)","All","40 to 44 years","All",NA
"Barkhamsted","Low Birth Weight (under 2500 grams)","All","45 years and older","All",NA
"Barkhamsted","Low Birth Weight (under 2500 grams)","All","All","All","2010-2014"
"Barkhamsted","Low Birth Weight (under 2500 grams)","All","All","Black",NA
"Barkhamsted","Low Birth Weight (under 2500 grams)","All","All","Black non-Hispanic",NA
"Barkhamsted","Low Birth Weight (under 2500 grams)","All","All","Hispanic",NA
"Barkhamsted","Low Birth Weight (under 2500 grams)","All","All","Non-Hispanic","2010-2014"
"Barkhamsted","Low Birth Weight (under 2500 grams)","All","All","Other",NA
"Barkhamsted","Low Birth Weight (under 2500 grams)","All","All","Other non-Hispanic",NA
"Barkhamsted","Low Birth Weight (under 2500 grams)","All","All","Unknown Ethnicity",NA
"Barkhamsted","Low Birth Weight (under 2500 grams)","All","All","Unknown Race",NA
"Barkhamsted","Low Birth Weight (under 2500 grams)","All","All","Unknown Race/Ethnicity",NA
"Barkhamsted","Low Birth Weight (under 2500 grams)","All","All","White","2010-2014"
"Barkhamsted","Low Birth Weight (under 2500 grams)","All","All","White non-Hispanic","2010-2014"
"Barkhamsted","Low Birth Weight (under 2500 grams)","All","Unknown","All",NA
"Barkhamsted","Very Low Birth Weight (under 1500 grams)","All","0 to 14 years","All",NA
"Barkhamsted","Very Low Birth Weight (under 1500 grams)","All","15 to 19 years","All",NA
"Barkhamsted","Very Low Birth Weight (under 1500 grams)","All","20 to 24 years","All",NA
"Barkhamsted","Very Low Birth Weight (under 1500 grams)","All","25 to 29 years","All",NA
"Barkhamsted","Very Low Birth Weight (under 1500 grams)","All","30 to 34 years","All","2010-2014"
"Barkhamsted","Very Low Birth Weight (under 1500 grams)","All","35 to 39 years","All",NA
"Barkhamsted","Very Low Birth Weight (under 1500 grams)","All","40 to 44 years","All",NA
"Barkhamsted","Very Low Birth Weight (under 1500 grams)","All","45 years and older","All",NA
"Barkhamsted","Very Low Birth Weight (under 1500 grams)","All","All","All","2010-2014"
"Barkhamsted","Very Low Birth Weight (under 1500 grams)","All","All","Black",NA
"Barkhamsted","Very Low Birth Weight (under 1500 grams)","All","All","Black non-Hispanic",NA
"Barkhamsted","Very Low Birth Weight (under 1500 grams)","All","All","Hispanic",NA
"Barkhamsted","Very Low Birth Weight (under 1500 grams)","All","All","Non-Hispanic","2010-2014"
"Barkhamsted","Very Low Birth Weight (under 1500 grams)","All","All","Other",NA
"Barkhamsted","Very Low Birth Weight (under 1500 grams)","All","All","Other non-Hispanic",NA
"Barkhamsted","Very Low Birth Weight (under 1500 grams)","All","All","Unknown Ethnicity",NA
"Barkhamsted","Very Low Birth Weight (under 1500 grams)","All","All","Unknown Race",NA
"Barkhamsted","Very Low Birth Weight (under 1500 grams)","All","All","Unknown Race/Ethnicity",NA
"Barkhamsted","Very Low Birth Weight (under 1500 grams)","All","All","White","2010-2014"
"Barkhamsted","Very Low Birth Weight (under 1500 grams)","All","All","White non-Hispanic","2010-2014"
"Barkhamsted","Very Low Birth Weight (under 1500 grams)","All","Unknown","All",NA
"Beacon Falls","All","37 weeks or more","0 to 14 years","All",NA
"Beacon Falls","All","37 weeks or more","15 to 19 years","All","2014"
"Beacon Falls","All","37 weeks or more","20 to 24 years","All","2014"
"Beacon Falls","All","37 weeks or more","25 to 29 years","All","2014"
"Beacon Falls","All","37 weeks or more","30 to 34 years","All","2014"
"Beacon Falls","All","37 weeks or more","35 to 39 years","All","2014"
"Beacon Falls","All","37 weeks or more","40 to 44 years","All","2014"
"Beacon Falls","All","37 weeks or more","45 years and older","All","2012-2014"
"Beacon Falls","All","37 weeks or more","All","All","2014"
"Beacon Falls","All","37 weeks or more","All","Black","2014"
"Beacon Falls","All","37 weeks or more","All","Black non-Hispanic","2014"
"Beacon Falls","All","37 weeks or more","All","Hispanic","2014"
"Beacon Falls","All","37 weeks or more","All","Non-Hispanic","2014"
"Beacon Falls","All","37 weeks or more","All","Other","2014"
"Beacon Falls","All","37 weeks or more","All","Other non-Hispanic","2014"
"Beacon Falls","All","37 weeks or more","All","Unknown Ethnicity",NA
"Beacon Falls","All","37 weeks or more","All","Unknown Race",NA
"Beacon Falls","All","37 weeks or more","All","Unknown Race/Ethnicity",NA
