"Town","FIPS","Birth.Weight","Gestational.Age","Initiation.of.Prenatal.Care","Smoking.During.Pregnancy","Earliest.Data.Available"
"Bethany",900904580,"All","All","None","All","2010-2014"
"Bethany",900904580,"All","All","Second Trimester","All","2014"
"Bethany",900904580,"All","All","Third Trimester","All",NA
"Bethany",900904580,"All","All","Unknown","All","2012-2014"
"Bethany",900904580,"All","Gestational age unknown","All","All",NA
"Bethany",900904580,"All","Gestational age unknown","All","No",NA
"Bethany",900904580,"All","Gestational age unknown","All","Unknown",NA
"Bethany",900904580,"All","Gestational age unknown","All","Yes",NA
"Bethany",900904580,"All","Gestational age unknown","First Trimester","All",NA
"Bethany",900904580,"All","Gestational age unknown","None","All",NA
"Bethany",900904580,"All","Gestational age unknown","Second Trimester","All",NA
"Bethany",900904580,"All","Gestational age unknown","Third Trimester","All",NA
"Bethany",900904580,"All","Gestational age unknown","Unknown","All",NA
"Bethany",900904580,"All","Less than 37 weeks","All","All","2014"
"Bethany",900904580,"All","Less than 37 weeks","All","No","2014"
"Bethany",900904580,"All","Less than 37 weeks","All","Unknown",NA
"Bethany",900904580,"All","Less than 37 weeks","All","Yes",NA
"Bethany",900904580,"All","Less than 37 weeks","First Trimester","All","2014"
"Bethany",900904580,"All","Less than 37 weeks","None","All",NA
"Bethany",900904580,"All","Less than 37 weeks","Second Trimester","All","2010-2014"
"Bethany",900904580,"All","Less than 37 weeks","Third Trimester","All",NA
"Bethany",900904580,"All","Less than 37 weeks","Unknown","All","2010-2014"
"Bethany",900904580,"Low Birth Weight (under 2500 grams)","All","All","All","2014"
"Bethany",900904580,"Low Birth Weight (under 2500 grams)","All","All","No","2014"
"Bethany",900904580,"Low Birth Weight (under 2500 grams)","All","All","Unknown",NA
"Bethany",900904580,"Low Birth Weight (under 2500 grams)","All","All","Yes","2012-2014"
"Bethany",900904580,"Low Birth Weight (under 2500 grams)","All","First Trimester","All","2014"
"Bethany",900904580,"Low Birth Weight (under 2500 grams)","All","None","All",NA
"Bethany",900904580,"Low Birth Weight (under 2500 grams)","All","Second Trimester","All","2012-2014"
"Bethany",900904580,"Low Birth Weight (under 2500 grams)","All","Third Trimester","All",NA
"Bethany",900904580,"Low Birth Weight (under 2500 grams)","All","Unknown","All","2010-2014"
"Bethany",900904580,"Very Low Birth Weight (under 1500 grams)","All","All","All","2010-2014"
"Bethany",900904580,"Very Low Birth Weight (under 1500 grams)","All","All","No","2010-2014"
"Bethany",900904580,"Very Low Birth Weight (under 1500 grams)","All","All","Unknown",NA
"Bethany",900904580,"Very Low Birth Weight (under 1500 grams)","All","All","Yes",NA
"Bethany",900904580,"Very Low Birth Weight (under 1500 grams)","All","First Trimester","All","2010-2014"
"Bethany",900904580,"Very Low Birth Weight (under 1500 grams)","All","None","All",NA
"Bethany",900904580,"Very Low Birth Weight (under 1500 grams)","All","Second Trimester","All",NA
"Bethany",900904580,"Very Low Birth Weight (under 1500 grams)","All","Third Trimester","All",NA
"Bethany",900904580,"Very Low Birth Weight (under 1500 grams)","All","Unknown","All",NA
"Bethel",900104720,"All","37 weeks or more","All","All","2014"
"Bethel",900104720,"All","37 weeks or more","All","No","2014"
"Bethel",900104720,"All","37 weeks or more","All","Unknown","2014"
"Bethel",900104720,"All","37 weeks or more","All","Yes","2014"
"Bethel",900104720,"All","37 weeks or more","First Trimester","All","2014"
"Bethel",900104720,"All","37 weeks or more","None","All",NA
"Bethel",900104720,"All","37 weeks or more","Second Trimester","All","2014"
"Bethel",900104720,"All","37 weeks or more","Third Trimester","All","2014"
"Bethel",900104720,"All","37 weeks or more","Unknown","All","2012-2014"
"Bethel",900104720,"All","All","All","All","2014"
"Bethel",900104720,"All","All","All","No","2014"
"Bethel",900104720,"All","All","All","Unknown","2014"
"Bethel",900104720,"All","All","All","Yes","2014"
"Bethel",900104720,"All","All","First Trimester","All","2014"
"Bethel",900104720,"All","All","None","All",NA
"Bethel",900104720,"All","All","Second Trimester","All","2014"
"Bethel",900104720,"All","All","Third Trimester","All","2014"
"Bethel",900104720,"All","All","Unknown","All","2012-2014"
"Bethel",900104720,"All","Gestational age unknown","All","All",NA
"Bethel",900104720,"All","Gestational age unknown","All","No",NA
"Bethel",900104720,"All","Gestational age unknown","All","Unknown",NA
"Bethel",900104720,"All","Gestational age unknown","All","Yes",NA
"Bethel",900104720,"All","Gestational age unknown","First Trimester","All",NA
"Bethel",900104720,"All","Gestational age unknown","None","All",NA
"Bethel",900104720,"All","Gestational age unknown","Second Trimester","All",NA
"Bethel",900104720,"All","Gestational age unknown","Third Trimester","All",NA
"Bethel",900104720,"All","Gestational age unknown","Unknown","All",NA
"Bethel",900104720,"All","Less than 37 weeks","All","All","2014"
"Bethel",900104720,"All","Less than 37 weeks","All","No","2014"
"Bethel",900104720,"All","Less than 37 weeks","All","Unknown",NA
"Bethel",900104720,"All","Less than 37 weeks","All","Yes","2010-2014"
"Bethel",900104720,"All","Less than 37 weeks","First Trimester","All","2014"
"Bethel",900104720,"All","Less than 37 weeks","None","All",NA
"Bethel",900104720,"All","Less than 37 weeks","Second Trimester","All","2014"
"Bethel",900104720,"All","Less than 37 weeks","Third Trimester","All","2012-2014"
"Bethel",900104720,"All","Less than 37 weeks","Unknown","All",NA
"Bethel",900104720,"Low Birth Weight (under 2500 grams)","All","All","All","2014"
"Bethel",900104720,"Low Birth Weight (under 2500 grams)","All","All","No","2014"
"Bethel",900104720,"Low Birth Weight (under 2500 grams)","All","All","Unknown",NA
"Bethel",900104720,"Low Birth Weight (under 2500 grams)","All","All","Yes","2014"
"Bethel",900104720,"Low Birth Weight (under 2500 grams)","All","First Trimester","All","2014"
"Bethel",900104720,"Low Birth Weight (under 2500 grams)","All","None","All",NA
"Bethel",900104720,"Low Birth Weight (under 2500 grams)","All","Second Trimester","All","2014"
"Bethel",900104720,"Low Birth Weight (under 2500 grams)","All","Third Trimester","All",NA
"Bethel",900104720,"Low Birth Weight (under 2500 grams)","All","Unknown","All",NA
"Bethel",900104720,"Very Low Birth Weight (under 1500 grams)","All","All","All","2014"
"Bethel",900104720,"Very Low Birth Weight (under 1500 grams)","All","All","No","2014"
"Bethel",900104720,"Very Low Birth Weight (under 1500 grams)","All","All","Unknown",NA
"Bethel",900104720,"Very Low Birth Weight (under 1500 grams)","All","All","Yes","2010-2014"
"Bethel",900104720,"Very Low Birth Weight (under 1500 grams)","All","First Trimester","All","2014"
"Bethel",900104720,"Very Low Birth Weight (under 1500 grams)","All","None","All",NA
"Bethel",900104720,"Very Low Birth Weight (under 1500 grams)","All","Second Trimester","All",NA
"Bethel",900104720,"Very Low Birth Weight (under 1500 grams)","All","Third Trimester","All",NA
"Bethel",900104720,"Very Low Birth Weight (under 1500 grams)","All","Unknown","All",NA
"Bethlehem",900504930,"All","37 weeks or more","All","All","2014"
"Bethlehem",900504930,"All","37 weeks or more","All","No","2014"
"Bethlehem",900504930,"All","37 weeks or more","All","Unknown",NA
"Bethlehem",900504930,"All","37 weeks or more","All","Yes","2014"
"Bethlehem",900504930,"All","37 weeks or more","First Trimester","All","2014"
"Bethlehem",900504930,"All","37 weeks or more","None","All","2014"
"Bethlehem",900504930,"All","37 weeks or more","Second Trimester","All","2012-2014"
"Bethlehem",900504930,"All","37 weeks or more","Third Trimester","All",NA
"Bethlehem",900504930,"All","37 weeks or more","Unknown","All",NA
"Bethlehem",900504930,"All","All","All","All","2014"
"Bethlehem",900504930,"All","All","All","No","2014"
"Bethlehem",900504930,"All","All","All","Unknown",NA
"Bethlehem",900504930,"All","All","All","Yes","2014"
"Bethlehem",900504930,"All","All","First Trimester","All","2014"
"Bethlehem",900504930,"All","All","None","All","2014"
"Bethlehem",900504930,"All","All","Second Trimester","All","2012-2014"
"Bethlehem",900504930,"All","All","Third Trimester","All",NA
"Bethlehem",900504930,"All","All","Unknown","All",NA
"Bethlehem",900504930,"All","Gestational age unknown","All","All",NA
"Bethlehem",900504930,"All","Gestational age unknown","All","No",NA
"Bethlehem",900504930,"All","Gestational age unknown","All","Unknown",NA
"Bethlehem",900504930,"All","Gestational age unknown","All","Yes",NA
"Bethlehem",900504930,"All","Gestational age unknown","First Trimester","All",NA
"Bethlehem",900504930,"All","Gestational age unknown","None","All",NA
"Bethlehem",900504930,"All","Gestational age unknown","Second Trimester","All",NA
"Bethlehem",900504930,"All","Gestational age unknown","Third Trimester","All",NA
"Bethlehem",900504930,"All","Gestational age unknown","Unknown","All",NA
"Bethlehem",900504930,"All","Less than 37 weeks","All","All","2012-2014"
"Bethlehem",900504930,"All","Less than 37 weeks","All","No","2012-2014"
"Bethlehem",900504930,"All","Less than 37 weeks","All","Unknown",NA
"Bethlehem",900504930,"All","Less than 37 weeks","All","Yes","2010-2014"
"Bethlehem",900504930,"All","Less than 37 weeks","First Trimester","All","2012-2014"
"Bethlehem",900504930,"All","Less than 37 weeks","None","All",NA
"Bethlehem",900504930,"All","Less than 37 weeks","Second Trimester","All",NA
"Bethlehem",900504930,"All","Less than 37 weeks","Third Trimester","All",NA
"Bethlehem",900504930,"All","Less than 37 weeks","Unknown","All",NA
"Bethlehem",900504930,"Low Birth Weight (under 2500 grams)","All","All","All","2014"
"Bethlehem",900504930,"Low Birth Weight (under 2500 grams)","All","All","No","2014"
"Bethlehem",900504930,"Low Birth Weight (under 2500 grams)","All","All","Unknown",NA
"Bethlehem",900504930,"Low Birth Weight (under 2500 grams)","All","All","Yes",NA
"Bethlehem",900504930,"Low Birth Weight (under 2500 grams)","All","First Trimester","All","2014"
"Bethlehem",900504930,"Low Birth Weight (under 2500 grams)","All","None","All",NA
"Bethlehem",900504930,"Low Birth Weight (under 2500 grams)","All","Second Trimester","All",NA
"Bethlehem",900504930,"Low Birth Weight (under 2500 grams)","All","Third Trimester","All",NA
"Bethlehem",900504930,"Low Birth Weight (under 2500 grams)","All","Unknown","All",NA
"Bethlehem",900504930,"Very Low Birth Weight (under 1500 grams)","All","All","All","2012-2014"
"Bethlehem",900504930,"Very Low Birth Weight (under 1500 grams)","All","All","No","2012-2014"
"Bethlehem",900504930,"Very Low Birth Weight (under 1500 grams)","All","All","Unknown",NA
"Bethlehem",900504930,"Very Low Birth Weight (under 1500 grams)","All","All","Yes",NA
"Bethlehem",900504930,"Very Low Birth Weight (under 1500 grams)","All","First Trimester","All","2012-2014"
"Bethlehem",900504930,"Very Low Birth Weight (under 1500 grams)","All","None","All",NA
"Bethlehem",900504930,"Very Low Birth Weight (under 1500 grams)","All","Second Trimester","All",NA
"Bethlehem",900504930,"Very Low Birth Weight (under 1500 grams)","All","Third Trimester","All",NA
"Bethlehem",900504930,"Very Low Birth Weight (under 1500 grams)","All","Unknown","All",NA
"Bloomfield",900305910,"All","37 weeks or more","All","All","2014"
"Bloomfield",900305910,"All","37 weeks or more","All","No","2014"
"Bloomfield",900305910,"All","37 weeks or more","All","Unknown","2010-2014"
"Bloomfield",900305910,"All","37 weeks or more","All","Yes","2014"
"Bloomfield",900305910,"All","37 weeks or more","First Trimester","All","2014"
"Bloomfield",900305910,"All","37 weeks or more","None","All","2012-2014"
"Bloomfield",900305910,"All","37 weeks or more","Second Trimester","All","2014"
"Bloomfield",900305910,"All","37 weeks or more","Third Trimester","All","2014"
"Bloomfield",900305910,"All","37 weeks or more","Unknown","All","2014"
"Bloomfield",900305910,"All","All","All","All","2014"
"Bloomfield",900305910,"All","All","All","No","2014"
"Bloomfield",900305910,"All","All","All","Unknown","2012-2014"
"Bloomfield",900305910,"All","All","All","Yes","2014"
"Bloomfield",900305910,"All","All","First Trimester","All","2014"
"Bloomfield",900305910,"All","All","None","All","2012-2014"
"Bloomfield",900305910,"All","All","Second Trimester","All","2014"
"Bloomfield",900305910,"All","All","Third Trimester","All","2014"
"Bloomfield",900305910,"All","All","Unknown","All","2014"
"Bloomfield",900305910,"All","Gestational age unknown","All","All","2012-2014"
"Bloomfield",900305910,"All","Gestational age unknown","All","No",NA
"Bloomfield",900305910,"All","Gestational age unknown","All","Unknown","2012-2014"
"Bloomfield",900305910,"All","Gestational age unknown","All","Yes",NA
"Bloomfield",900305910,"All","Gestational age unknown","First Trimester","All",NA
"Bloomfield",900305910,"All","Gestational age unknown","None","All",NA
"Bloomfield",900305910,"All","Gestational age unknown","Second Trimester","All",NA
"Bloomfield",900305910,"All","Gestational age unknown","Third Trimester","All",NA
"Bloomfield",900305910,"All","Gestational age unknown","Unknown","All","2012-2014"
"Bloomfield",900305910,"All","Less than 37 weeks","All","All","2014"
"Bloomfield",900305910,"All","Less than 37 weeks","All","No","2014"
"Bloomfield",900305910,"All","Less than 37 weeks","All","Unknown",NA
"Bloomfield",900305910,"All","Less than 37 weeks","All","Yes","2012-2014"
"Bloomfield",900305910,"All","Less than 37 weeks","First Trimester","All","2014"
"Bloomfield",900305910,"All","Less than 37 weeks","None","All","2010-2014"
"Bloomfield",900305910,"All","Less than 37 weeks","Second Trimester","All","2014"
"Bloomfield",900305910,"All","Less than 37 weeks","Third Trimester","All","2014"
"Bloomfield",900305910,"All","Less than 37 weeks","Unknown","All",NA
"Bloomfield",900305910,"Low Birth Weight (under 2500 grams)","All","All","All","2014"
"Bloomfield",900305910,"Low Birth Weight (under 2500 grams)","All","All","No","2014"
"Bloomfield",900305910,"Low Birth Weight (under 2500 grams)","All","All","Unknown",NA
"Bloomfield",900305910,"Low Birth Weight (under 2500 grams)","All","All","Yes","2012-2014"
"Bloomfield",900305910,"Low Birth Weight (under 2500 grams)","All","First Trimester","All","2014"
"Bloomfield",900305910,"Low Birth Weight (under 2500 grams)","All","None","All","2010-2014"
"Bloomfield",900305910,"Low Birth Weight (under 2500 grams)","All","Second Trimester","All","2014"
"Bloomfield",900305910,"Low Birth Weight (under 2500 grams)","All","Third Trimester","All",NA
"Bloomfield",900305910,"Low Birth Weight (under 2500 grams)","All","Unknown","All","2014"
"Bloomfield",900305910,"Very Low Birth Weight (under 1500 grams)","All","All","All","2014"
"Bloomfield",900305910,"Very Low Birth Weight (under 1500 grams)","All","All","No","2014"
"Bloomfield",900305910,"Very Low Birth Weight (under 1500 grams)","All","All","Unknown",NA
"Bloomfield",900305910,"Very Low Birth Weight (under 1500 grams)","All","All","Yes","2012-2014"
"Bloomfield",900305910,"Very Low Birth Weight (under 1500 grams)","All","First Trimester","All","2014"
"Bloomfield",900305910,"Very Low Birth Weight (under 1500 grams)","All","None","All","2010-2014"
"Bloomfield",900305910,"Very Low Birth Weight (under 1500 grams)","All","Second Trimester","All","2014"
"Bloomfield",900305910,"Very Low Birth Weight (under 1500 grams)","All","Third Trimester","All",NA
"Bloomfield",900305910,"Very Low Birth Weight (under 1500 grams)","All","Unknown","All",NA
