"Town","Birth.Weight","Gestational.Age","Mother.s.Education","Mother.s.Marital.Status","Earliest.Data.Available"
"Bethany","Low Birth Weight (under 2500 grams)","All","High School (12 yrs or GED)","All","2010-2014"
"Bethany","Low Birth Weight (under 2500 grams)","All","Less than 12 years","All",NA
"Bethany","Low Birth Weight (under 2500 grams)","All","Post-College (17 or more yrs)","All","2010-2014"
"Bethany","Low Birth Weight (under 2500 grams)","All","Unknown","All",NA
"Bethany","Very Low Birth Weight (under 1500 grams)","All","All","All","2010-2014"
"Bethany","Very Low Birth Weight (under 1500 grams)","All","All","Married","2010-2014"
"Bethany","Very Low Birth Weight (under 1500 grams)","All","All","Unknown",NA
"Bethany","Very Low Birth Weight (under 1500 grams)","All","All","Unmarried",NA
"Bethany","Very Low Birth Weight (under 1500 grams)","All","College (13-16 yrs)","All",NA
"Bethany","Very Low Birth Weight (under 1500 grams)","All","High School (12 yrs or GED)","All",NA
"Bethany","Very Low Birth Weight (under 1500 grams)","All","Less than 12 years","All",NA
"Bethany","Very Low Birth Weight (under 1500 grams)","All","Post-College (17 or more yrs)","All","2010-2014"
"Bethany","Very Low Birth Weight (under 1500 grams)","All","Unknown","All",NA
"Bethel","All","37 weeks or more","All","All","2014"
"Bethel","All","37 weeks or more","All","Married","2014"
"Bethel","All","37 weeks or more","All","Unknown",NA
"Bethel","All","37 weeks or more","All","Unmarried","2014"
"Bethel","All","37 weeks or more","College (13-16 yrs)","All","2014"
"Bethel","All","37 weeks or more","High School (12 yrs or GED)","All","2014"
"Bethel","All","37 weeks or more","Less than 12 years","All","2014"
"Bethel","All","37 weeks or more","Post-College (17 or more yrs)","All","2014"
"Bethel","All","37 weeks or more","Unknown","All","2012-2014"
"Bethel","All","All","All","All","2014"
"Bethel","All","All","All","Married","2014"
"Bethel","All","All","All","Unknown",NA
"Bethel","All","All","All","Unmarried","2014"
"Bethel","All","All","College (13-16 yrs)","All","2014"
"Bethel","All","All","High School (12 yrs or GED)","All","2014"
"Bethel","All","All","Less than 12 years","All","2014"
"Bethel","All","All","Post-College (17 or more yrs)","All","2014"
"Bethel","All","All","Unknown","All","2012-2014"
"Bethel","All","Gestational age unknown","All","All",NA
"Bethel","All","Gestational age unknown","All","Married",NA
"Bethel","All","Gestational age unknown","All","Unknown",NA
"Bethel","All","Gestational age unknown","All","Unmarried",NA
"Bethel","All","Gestational age unknown","College (13-16 yrs)","All",NA
"Bethel","All","Gestational age unknown","High School (12 yrs or GED)","All",NA
"Bethel","All","Gestational age unknown","Less than 12 years","All",NA
"Bethel","All","Gestational age unknown","Post-College (17 or more yrs)","All",NA
"Bethel","All","Gestational age unknown","Unknown","All",NA
"Bethel","All","Less than 37 weeks","All","All","2014"
"Bethel","All","Less than 37 weeks","All","Married","2014"
"Bethel","All","Less than 37 weeks","All","Unknown",NA
"Bethel","All","Less than 37 weeks","All","Unmarried","2014"
"Bethel","All","Less than 37 weeks","College (13-16 yrs)","All","2014"
"Bethel","All","Less than 37 weeks","High School (12 yrs or GED)","All","2014"
"Bethel","All","Less than 37 weeks","Less than 12 years","All","2012-2014"
"Bethel","All","Less than 37 weeks","Post-College (17 or more yrs)","All","2014"
"Bethel","All","Less than 37 weeks","Unknown","All",NA
"Bethel","Low Birth Weight (under 2500 grams)","All","All","All","2014"
"Bethel","Low Birth Weight (under 2500 grams)","All","All","Married","2014"
"Bethel","Low Birth Weight (under 2500 grams)","All","All","Unknown",NA
"Bethel","Low Birth Weight (under 2500 grams)","All","All","Unmarried","2014"
"Bethel","Low Birth Weight (under 2500 grams)","All","College (13-16 yrs)","All","2014"
"Bethel","Low Birth Weight (under 2500 grams)","All","High School (12 yrs or GED)","All","2014"
"Bethel","Low Birth Weight (under 2500 grams)","All","Less than 12 years","All","2010-2014"
"Bethel","Low Birth Weight (under 2500 grams)","All","Post-College (17 or more yrs)","All","2014"
"Bethel","Low Birth Weight (under 2500 grams)","All","Unknown","All",NA
"Bethel","Very Low Birth Weight (under 1500 grams)","All","All","All","2014"
"Bethel","Very Low Birth Weight (under 1500 grams)","All","All","Married","2012-2014"
"Bethel","Very Low Birth Weight (under 1500 grams)","All","All","Unknown",NA
"Bethel","Very Low Birth Weight (under 1500 grams)","All","All","Unmarried","2014"
"Bethel","Very Low Birth Weight (under 1500 grams)","All","College (13-16 yrs)","All",NA
"Bethel","Very Low Birth Weight (under 1500 grams)","All","High School (12 yrs or GED)","All","2014"
"Bethel","Very Low Birth Weight (under 1500 grams)","All","Less than 12 years","All",NA
"Bethel","Very Low Birth Weight (under 1500 grams)","All","Post-College (17 or more yrs)","All","2012-2014"
"Bethel","Very Low Birth Weight (under 1500 grams)","All","Unknown","All",NA
"Bethlehem","All","37 weeks or more","All","All","2014"
"Bethlehem","All","37 weeks or more","All","Married","2014"
"Bethlehem","All","37 weeks or more","All","Unknown","2014"
"Bethlehem","All","37 weeks or more","All","Unmarried","2014"
"Bethlehem","All","37 weeks or more","College (13-16 yrs)","All","2014"
"Bethlehem","All","37 weeks or more","High School (12 yrs or GED)","All","2014"
"Bethlehem","All","37 weeks or more","Less than 12 years","All","2012-2014"
"Bethlehem","All","37 weeks or more","Post-College (17 or more yrs)","All","2014"
"Bethlehem","All","37 weeks or more","Unknown","All","2014"
"Bethlehem","All","All","All","All","2014"
"Bethlehem","All","All","All","Married","2014"
"Bethlehem","All","All","All","Unknown","2014"
"Bethlehem","All","All","All","Unmarried","2014"
"Bethlehem","All","All","College (13-16 yrs)","All","2014"
"Bethlehem","All","All","High School (12 yrs or GED)","All","2014"
"Bethlehem","All","All","Less than 12 years","All","2012-2014"
"Bethlehem","All","All","Post-College (17 or more yrs)","All","2014"
"Bethlehem","All","All","Unknown","All","2014"
"Bethlehem","All","Gestational age unknown","All","All",NA
"Bethlehem","All","Gestational age unknown","All","Married",NA
"Bethlehem","All","Gestational age unknown","All","Unknown",NA
"Bethlehem","All","Gestational age unknown","All","Unmarried",NA
"Bethlehem","All","Gestational age unknown","College (13-16 yrs)","All",NA
"Bethlehem","All","Gestational age unknown","High School (12 yrs or GED)","All",NA
"Bethlehem","All","Gestational age unknown","Less than 12 years","All",NA
"Bethlehem","All","Gestational age unknown","Post-College (17 or more yrs)","All",NA
"Bethlehem","All","Gestational age unknown","Unknown","All",NA
"Bethlehem","All","Less than 37 weeks","All","All","2012-2014"
"Bethlehem","All","Less than 37 weeks","All","Married","2012-2014"
"Bethlehem","All","Less than 37 weeks","All","Unknown",NA
"Bethlehem","All","Less than 37 weeks","All","Unmarried","2012-2014"
"Bethlehem","All","Less than 37 weeks","College (13-16 yrs)","All","2012-2014"
"Bethlehem","All","Less than 37 weeks","High School (12 yrs or GED)","All","2010-2014"
"Bethlehem","All","Less than 37 weeks","Less than 12 years","All",NA
"Bethlehem","All","Less than 37 weeks","Post-College (17 or more yrs)","All","2010-2014"
"Bethlehem","All","Less than 37 weeks","Unknown","All",NA
"Bethlehem","Low Birth Weight (under 2500 grams)","All","All","All","2014"
"Bethlehem","Low Birth Weight (under 2500 grams)","All","All","Married","2012-2014"
"Bethlehem","Low Birth Weight (under 2500 grams)","All","All","Unknown",NA
"Bethlehem","Low Birth Weight (under 2500 grams)","All","All","Unmarried","2014"
"Bethlehem","Low Birth Weight (under 2500 grams)","All","College (13-16 yrs)","All","2012-2014"
"Bethlehem","Low Birth Weight (under 2500 grams)","All","High School (12 yrs or GED)","All","2014"
"Bethlehem","Low Birth Weight (under 2500 grams)","All","Less than 12 years","All",NA
"Bethlehem","Low Birth Weight (under 2500 grams)","All","Post-College (17 or more yrs)","All",NA
"Bethlehem","Low Birth Weight (under 2500 grams)","All","Unknown","All",NA
"Bethlehem","Very Low Birth Weight (under 1500 grams)","All","All","All","2012-2014"
"Bethlehem","Very Low Birth Weight (under 1500 grams)","All","All","Married",NA
"Bethlehem","Very Low Birth Weight (under 1500 grams)","All","All","Unknown",NA
"Bethlehem","Very Low Birth Weight (under 1500 grams)","All","All","Unmarried","2012-2014"
"Bethlehem","Very Low Birth Weight (under 1500 grams)","All","College (13-16 yrs)","All","2012-2014"
"Bethlehem","Very Low Birth Weight (under 1500 grams)","All","High School (12 yrs or GED)","All",NA
"Bethlehem","Very Low Birth Weight (under 1500 grams)","All","Less than 12 years","All",NA
"Bethlehem","Very Low Birth Weight (under 1500 grams)","All","Post-College (17 or more yrs)","All",NA
"Bethlehem","Very Low Birth Weight (under 1500 grams)","All","Unknown","All",NA
"Bloomfield","All","37 weeks or more","All","All","2014"
"Bloomfield","All","37 weeks or more","All","Married","2014"
"Bloomfield","All","37 weeks or more","All","Unknown",NA
"Bloomfield","All","37 weeks or more","All","Unmarried","2014"
"Bloomfield","All","37 weeks or more","College (13-16 yrs)","All","2014"
"Bloomfield","All","37 weeks or more","High School (12 yrs or GED)","All","2014"
"Bloomfield","All","37 weeks or more","Less than 12 years","All","2014"
"Bloomfield","All","37 weeks or more","Post-College (17 or more yrs)","All","2014"
"Bloomfield","All","37 weeks or more","Unknown","All","2014"
"Bloomfield","All","All","All","All","2014"
"Bloomfield","All","All","All","Married","2014"
"Bloomfield","All","All","All","Unknown",NA
"Bloomfield","All","All","All","Unmarried","2014"
"Bloomfield","All","All","College (13-16 yrs)","All","2014"
"Bloomfield","All","All","High School (12 yrs or GED)","All","2014"
"Bloomfield","All","All","Less than 12 years","All","2014"
"Bloomfield","All","All","Post-College (17 or more yrs)","All","2014"
"Bloomfield","All","All","Unknown","All","2014"
"Bloomfield","All","Gestational age unknown","All","All","2012-2014"
"Bloomfield","All","Gestational age unknown","All","Married","2012-2014"
"Bloomfield","All","Gestational age unknown","All","Unknown",NA
"Bloomfield","All","Gestational age unknown","All","Unmarried",NA
"Bloomfield","All","Gestational age unknown","College (13-16 yrs)","All",NA
"Bloomfield","All","Gestational age unknown","High School (12 yrs or GED)","All",NA
"Bloomfield","All","Gestational age unknown","Less than 12 years","All",NA
"Bloomfield","All","Gestational age unknown","Post-College (17 or more yrs)","All",NA
"Bloomfield","All","Gestational age unknown","Unknown","All","2012-2014"
"Bloomfield","All","Less than 37 weeks","All","All","2014"
"Bloomfield","All","Less than 37 weeks","All","Married","2014"
"Bloomfield","All","Less than 37 weeks","All","Unknown",NA
"Bloomfield","All","Less than 37 weeks","All","Unmarried","2014"
"Bloomfield","All","Less than 37 weeks","College (13-16 yrs)","All","2014"
"Bloomfield","All","Less than 37 weeks","High School (12 yrs or GED)","All","2014"
"Bloomfield","All","Less than 37 weeks","Less than 12 years","All",NA
"Bloomfield","All","Less than 37 weeks","Post-College (17 or more yrs)","All","2014"
"Bloomfield","All","Less than 37 weeks","Unknown","All","2012-2014"
"Bloomfield","Low Birth Weight (under 2500 grams)","All","All","All","2014"
"Bloomfield","Low Birth Weight (under 2500 grams)","All","All","Married","2014"
"Bloomfield","Low Birth Weight (under 2500 grams)","All","All","Unknown",NA
"Bloomfield","Low Birth Weight (under 2500 grams)","All","All","Unmarried","2014"
"Bloomfield","Low Birth Weight (under 2500 grams)","All","College (13-16 yrs)","All","2014"
"Bloomfield","Low Birth Weight (under 2500 grams)","All","High School (12 yrs or GED)","All","2014"
"Bloomfield","Low Birth Weight (under 2500 grams)","All","Less than 12 years","All","2012-2014"
"Bloomfield","Low Birth Weight (under 2500 grams)","All","Post-College (17 or more yrs)","All","2014"
"Bloomfield","Low Birth Weight (under 2500 grams)","All","Unknown","All","2012-2014"
"Bloomfield","Very Low Birth Weight (under 1500 grams)","All","All","All","2014"
"Bloomfield","Very Low Birth Weight (under 1500 grams)","All","All","Married","2014"
"Bloomfield","Very Low Birth Weight (under 1500 grams)","All","All","Unknown",NA
"Bloomfield","Very Low Birth Weight (under 1500 grams)","All","All","Unmarried","2014"
"Bloomfield","Very Low Birth Weight (under 1500 grams)","All","College (13-16 yrs)","All","2014"
"Bloomfield","Very Low Birth Weight (under 1500 grams)","All","High School (12 yrs or GED)","All","2014"
"Bloomfield","Very Low Birth Weight (under 1500 grams)","All","Less than 12 years","All",NA
"Bloomfield","Very Low Birth Weight (under 1500 grams)","All","Post-College (17 or more yrs)","All","2014"
"Bloomfield","Very Low Birth Weight (under 1500 grams)","All","Unknown","All","2012-2014"
"Bolton","All","37 weeks or more","All","All","2014"
"Bolton","All","37 weeks or more","All","Married","2014"
"Bolton","All","37 weeks or more","All","Unknown","2012-2014"
"Bolton","All","37 weeks or more","All","Unmarried","2014"
"Bolton","All","37 weeks or more","College (13-16 yrs)","All","2014"
"Bolton","All","37 weeks or more","High School (12 yrs or GED)","All","2014"
"Bolton","All","37 weeks or more","Less than 12 years","All","2014"
"Bolton","All","37 weeks or more","Post-College (17 or more yrs)","All","2014"
"Bolton","All","37 weeks or more","Unknown","All","2014"
"Bolton","All","All","All","All","2014"
"Bolton","All","All","All","Married","2014"
"Bolton","All","All","All","Unknown","2012-2014"
"Bolton","All","All","All","Unmarried","2014"
"Bolton","All","All","College (13-16 yrs)","All","2014"
"Bolton","All","All","High School (12 yrs or GED)","All","2014"
"Bolton","All","All","Less than 12 years","All","2014"
"Bolton","All","All","Post-College (17 or more yrs)","All","2014"
"Bolton","All","All","Unknown","All","2014"
"Bolton","All","Gestational age unknown","All","All",NA
"Bolton","All","Gestational age unknown","All","Married",NA
"Bolton","All","Gestational age unknown","All","Unknown",NA
"Bolton","All","Gestational age unknown","All","Unmarried",NA
"Bolton","All","Gestational age unknown","College (13-16 yrs)","All",NA
"Bolton","All","Gestational age unknown","High School (12 yrs or GED)","All",NA
"Bolton","All","Gestational age unknown","Less than 12 years","All",NA
"Bolton","All","Gestational age unknown","Post-College (17 or more yrs)","All",NA
"Bolton","All","Gestational age unknown","Unknown","All",NA
"Bolton","All","Less than 37 weeks","All","All","2014"
"Bolton","All","Less than 37 weeks","All","Married","2014"
"Bolton","All","Less than 37 weeks","All","Unknown",NA
"Bolton","All","Less than 37 weeks","All","Unmarried","2012-2014"
"Bolton","All","Less than 37 weeks","College (13-16 yrs)","All","2014"
"Bolton","All","Less than 37 weeks","High School (12 yrs or GED)","All","2014"
"Bolton","All","Less than 37 weeks","Less than 12 years","All","2012-2014"
"Bolton","All","Less than 37 weeks","Post-College (17 or more yrs)","All","2014"
"Bolton","All","Less than 37 weeks","Unknown","All",NA
"Bolton","Low Birth Weight (under 2500 grams)","All","All","All","2014"
